establishment_name,address,city,state_zip,yelp_id
JOYCE'S KITCHEN,1735 K ST NW,Washington, DC 20006,oceanaire-seafood-room-washington-2
CHIPOTLE,4301 WISCONSIN AVE NW,Washington, DC 20016,chipotle-mexican-grill-washington-3
GRAND CHINA CARRYOUT,3306 11TH ST NW,WASHINGTON, DC 20011,grand-china-carry-out-washington
MORONI & BROTHERS (n),4811 GEORGIA AVE NW,WASHINGTON, DC 20011,redrocks-columbia-heights-washington
K STREET CAFE & BAGEL,2000 K ST NW,WASHINGTON, DC 20006,k-street-bagels-washington
KELLY'S CAJUN GRILL,1825 NW I ST NW,Washington, DC 20006,international-square-washington
GWU FOOD COURT,800 21ST ST NW,Washington, DC 20052,the-marvin-center-gw-student-union-washington
METRO SUPERMARKET,2130 P ST NW,Washington, DC 20037,metro-market-washington-2
L.A. CAFÉ,1825 I ST NW,Washington, DC 20006,met-cafe-washington
PREGO DELI,210 7TH ST SE,Washington, DC 20003,prego-deli-washington-2
AATISH ON THE HILL,609 PENNSYLVANIA AVE SE,WASHINGTON, DC 20003,aatish-on-the-hill-washington
J. CHOCOLATIER,1039 33RD ST NW,Washington, DC 20007,j-chocolatier-washington
BUSH RESTAURANT & CARRYOUT,2910 BLADENSBURG RD NE,Washington, DC 20018,toki-underground-washington
CVS/PHARMACY,5550 CONNECTICUT AVE NW,Washington, DC 20008,cvs-pharmacy-washington-21
CAPITAL YACHT CLUB,1000 WATER ST SW,Washington, DC 20024,capital-yacht-club-washington
LOEB'S,1712 I ST NW,Washington, DC 20006,wicked-waffle-washington
SOUTH CAPITOL SHELL,4700 SOUTH CAPITOL ST SE,Washington, DC 20032,levis-bbq-oxon-hill
LINDY'S BON APPETIT & RED LION,2040 I ST NW,Washington, DC 20006,bens-chili-bowl-washington
MCCORMICK & SCHMICK SEAFOOD RESTAURANT,1652 K ST NW,Washington, DC 20006,mccormick-and-schmicks-washington-2
LA PIQUETTE,3712 MACOMB ST NW,WASHINGTON, DC 20009,la-piquette-dc-washington
NIRVANA EXPRESS,1825 NW I ST NW,Washington, DC 20006,sichuan-pavilion-washington
LA VILLA RESTAURANT,1317 14TH AVE NW,Washington, DC 20005,la-villa-washington
NATIONALS STADIUM - President's Club,1500 SOUTH CAPITOL ST SE SPC PRESC,Washington, DC 20003,teds-bulletin-washington
OMNI HOTELS - ROBERT'S RESTAURANT,2500 CALVERT ST NW,Washington, DC 20008,roberts-restaurant-washington
TORO-TORO,1300 I ST NW,Washington, DC 20005,toro-toro-dc-washington
PAUL BAKERY,1000 CONNECTICUT AVE NW,WASHINGTON, DC 20006,paul-washington-2
CAFE LUNA/HERITAGE INDIA,1633 P ST NW,Washington, DC 20036,malgudi-washington-2
PERRY'S  (n),1811 Columbia RD NW,WASHINGTON, DC 20006,mintwood-place-washington
PJ CLARKES,1600 K ST NW,Washington, DC 20006,p-j-clarkes-washington
LA VILLA PIZZERIA,4632 14TH ST NW,Washington, DC 20011,la-villa-pizzeria-washington
Z-BURGER,1101 4TH ST SW,WASHINGTON, DC 20024,station-4-washington-3
ALL SEASONS GIFTS @ WASHINTON PLAZA HOTEL,10 THOMAS CIR NW,Washington, DC 20005,off-the-record-washington
1500 MARKET,1500 MASSACHUSETTS AVE NW,Washington, DC 20005,1500-mass-apartments-washington-2
La Jolie European Skin Care,5520 CONNECTICUT AVE NW,WASHINGTON, DC 20015,chez-billy-washington
BANGKOK ONE,1411 K ST NW,Washington, DC 20005,bangkok-one-washington
OLD EBBITT GRILL,675 15TH ST NW,Washington, DC 20005,old-ebbitt-grill-washington
BEAN & BITE,1152 15TH ST NW,Washington, DC 20005,bean-and-bite-washington
77 MARKET,4239 9TH ST NW,Washington, DC 20011,yoga-district-washington-2
WOODROW WILSON INTERNATIONAL CENTER,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,woodrow-wilson-plaza-washington
AROMA COFFEE SHOP,2401 PENNSYLVANIA AVE NW,Washington, DC 20037,aroma-cafe-washington
CAFÉ MOZART,1331 H ST NW,Washington, DC 20005,cafe-mozart-washington
BIBIANA RESTAURANT,1100 NEW YORK AVE NW,Washington, DC 20005,bibiana-washington
BOBBY VAN'S STEAKHOUSE,809 15TH ST NW,Washington, DC 20005,bobby-vans-steakhouse-washington
THE BEST SANDWICH PLACE,3000 K ST NW,Washington, DC 20007,tbsp-the-best-sandwich-place-washington
CAFE PHILLIPS,1101 15TH ST NW,WASHINGTON, DC 20005,cafe-phillips-washington-7
PETWORTH CARRYOUT,3937 GEORGIA AVE NW,Washington, DC 20011,lawrences-ii-petworth-carryout-washington
QUEEN DOLLAR & UP,503 Kennedy ST NW,WASHINGTON, DC 20011,d-brows-washington-3
T AND T ASSOCIATES,5123 GEORGIA AVE NW,Washington, DC 20011,cork-market-and-tasting-room-washington
MAKOTO RESTAURANT,4822 MACARTHUR BLVD NW,Washington, DC 20007,makoto-restaurant-washington
7-ELEVEN,1233 BRENTWOOD RD NE,WASHINGTON, DC 20018,point-chaud-café-and-crêpes-washington-4
WAGSHAL'S MARKET,3201 NEW MEXICO AVE NW,Washington, DC 20016,wagshals-washington-3
CEIBA RESTAURANT,1341 G ST NW,Washington, DC 20005,ceiba-washington-2
FLAVORS OF JAGUYA,7414 GEORGIA AVE NW,Washington, DC 20012,flavors-of-jaguya-washington
KITCHEN NO. 1/LP MART,4665 SOUTH CAPITOL ST SW,WASHINGTON, DC 20032,indigo-landing-alexandria
HARRY'S WINGS & THINGS,607 CHESAPEAKE ST SE,Washington, DC 20032,union-street-public-house-alexandria
CHIPOTLE MEXICAN GRILL,1508 14TH ST NW,WASHINGTON, DC 20005,tortilla-coast-washington-2
CHIPOTLE MEXICAN GRILL,2000 PENNSYLVANIA AVE NW,WASHINGTON, DC 20005,baja-fresh-washington
LIGHTER RESTAURANT,1400 I ST NW,Washington, DC 20005,elizabeths-gone-raw-washington
COFFEE EXPRESS,1250 H ST NW,Washington, DC 20005,capitol-city-brewing-company-washington-3
SUBWAY,3275 M ST NW,Washington, DC 20007,subway-washington-38
PACIFICO,514 8TH ST SE,WASHINGTON, DC 20003,pacifico-cantina-washington
COMMISSARY,1443 P ST NW,Washington, DC 20005,commissary-washington
BOLLA  TEA & COMPANY,655 15TH ST NW,Washington, DC 20005,bolla-coffee-and-tea-co-washington
PITANGO GELATO,1451 P ST NW,WASHINGTON, DC 20009,pitango-gelato-washington
COSI,1333 H ST NW,Washington, DC 20005,cosi-washington-9
Golden Nails Salon,400 7TH ST NW,WASHINGTON, DC 20004,golden-nails-washington
STAND N SNACK,1133 15TH ST NW,Washington, DC 20005,lincoln-washington
MATE (n) (s),3101 K ST NW,Washington, DC 20009,baked-and-wired-washington
CVS/PHARMACY,717 14TH ST NW,WASHINGTON, DC 20004,cvs-pharmacy-washington-47
CONNECTICUT EXXON,5030 CONNECTICUT AVE NW,Washington, DC 20008,connecticut-ave-bp-washington
THE KINGSBURY CENTER,5000 14TH ST NW,WASHINGTON, DC 20011,co-co-sala-washington
CORNERSTONE CAFE,1501 M ST NW,Washington, DC 20005,cornerstone-cafe-washington
FAA CAFETERIA,800 INDEPENDENCE AVE SW,Washington, DC 20024,department-of-energy-main-cafeteria-washington
TRINITY COLLEGE STUDENT CAFÉ.,125 MICHIGAN AVE NE,WASHINGTON, DC 20017,trinity-college-bookstore-washington
The Nails Spa,405 8TH ST SE 200,WASHINGTON, DC 20003,the-nails-spa-washington
AIA KITCHEN,1735 NEW YORK AVE NW,Washington, DC 20006,national-building-museum-washington
D C THAI,1018 VERMONT AVE NW,WASHINGTON, DC 20005,dc-thai-washington
DC COAST,1401 K ST NW,Washington, DC 20005,dc-coast-washington-2
THE PRETZEL BAKERY,342 15TH ST SE,WASHINGTON, DC 20003,the-pretzel-bakery-washington
ITALIAN PIZZA KITCHEN,4483 CONNECTICUT AVE NW,Washington, DC 20008,italian-pizza-kitchen-washington
RUTH CHRIS(n),2017 S ST NW,Washington, DC 20009,russia-house-restaurant-and-lounge-washington-2
DOMINO'S PIZZA,1300 L ST NW,Washington, DC 20005,dominos-pizza-washington-2
SILVESTRE CAFE,3000 12TH ST NE,WASHINGTON, DC 20017,silvestre-cafe-washington
FIVE GUYS,1825 I ST NW,Washington, DC 20007,elevation-burger-washington
DISTRICT AUTHORITY,3441 14TH ST NW,Washington, DC 20005,sticky-fingers-sweets-and-eats-washington
STARBUCKS,4820 MASSACHUSETTS AVE NW,Washington, DC 20016,starbucks-washington-29
P L NAILS,2108 18TH ST NW,WASHINGTON, DC 20009,casa-oaxaca-washington
SUPER STAR CARRYOUT,3839 ALABAMA AVE SE,Washington, DC 20020,johnny-boy-carryout-capitol-heights
FORT CARROLL MARKET,3705 MARTIN LUTHER KING JR AVE SE,Washington, DC 20032,marks-kitchen-takoma-park
MAMA AYESHA'S RESTAURANT,1967 Calvert ST NW,WASHINGTON, DC 20009,mama-ayeshas-washington
DUNKIN DONUTS,1101 14TH ST NW,WASHINGTON, DC 20005,dunkin-donuts-washington-16
GALLERY DELI,901 D ST SW,Washington, DC 20024,gallery-deli-washington
EYE STREET GRILLE,1575 I ST NW,Washington, DC 20005,the-eye-street-grill-washington
Gold's Gym - 19th & L,1075 19TH ST NW,WASHINGTON, DC 20006,elephant-and-castle-washington-3
GARDEN REST/PANTRY SHOP,815 14TH ST NW,Washington, DC 20005,hilton-garden-inn-washington-dc-downtown-washington
FIVE GUYS,1400 I ST NW,Washington, DC 20005,eat-at-national-place-washington
HAAD THAI RESTAURANT,1100 NEW YORK AVE NW,Washington, DC 20005,sushi-aoi-washington
MAMMA'S KITCHEN,1208 MAPLEVIEW PL SE,WASHINGTON, DC 20020,sidamo-coffee-and-tea-washington
CHINA DRAGON CARRYOUT,1439 11TH ST NW,Washington, DC 20005,china-dragon-washington
POTBELLY SANDWICH WORKS,470 L'ENFANT PLZ SW,Washington, DC 20024,cafe-twelve-washington
DAS ETHIOPIAN,1203 28TH ST NW,Washington, DC 20009,das-ethiopian-washington
MCDONALD'S,4950 SOUTH DAKOTA AVE NE,WASHINGTON, DC 20017,mcdonalds-washington-32
FRESHII,1015 15TH ST NW,WASHINGTON, DC 20005,freshii-washington-3
GERARD'S PLACE SIROC,915 15TH ST NW,Washington, DC 20005,siroc-restaurant-washington
GHANA CAFE,1336 14TH ST NW,WASHINGTON, DC 20005,ghana-cafe-washington
CAPITOL SEAFOOD & SOULFOOD,2335 PENNSYLVANIA AVE SE,Washington, DC 20020,georgia-browns-restaurant-washington
FIREHOOK BAKERY & COFFEE,1909 Q ST NW,Washington, DC 20009,firehook-bakery-washington-4
GEORGETOWN CENTER DELI,2115 WISCONSIN AVE NW,Washington, DC 20005,georgetown-center-deli-washington
NICK'S RIVERSIDE GRILL,3050 K ST NW,Washington, DC 20007,nicks-riverside-grill-washington-2
FRANKIE'S,1010 VERMONT AVE NW,Washington, DC 20005,frankies-washington
GRASSROOTS GOURMET,104 RHODE ISLAND AVE NW,WASHINGTON, DC 20005,grassroots-gourmet-washington
MAL MAISON,3401 WATER ST NW,WASHINGTON, DC 20007,malmaison-washington
TENLEYTOWN EXXON,4244 WISCONSIN AVE NW,WASHINGTON, DC 20016,tenleytown-exxon-washington-2
HERSHEY'S ICE CREAM,927 15TH ST NW,Washington, DC 20005,mio-restaurant-washington
KING'S CONVENIENT STORE,1535 U ST SE,Washington, DC 20020,navy-yard-town-center-washington
HERSHEY'S ICE CREAM,1432 K ST NW,WASHINGTON, DC 20005,mio-restaurant-washington
NOODLES II,1100 NEW YORK AVE NW,Washington, DC 20005,cafe-mozart-washington
HOMEMADE PIZZA CO. (n),1522 14TH ST NW,WASHINGTON, DC 20005,ghibellina-washington
QUEEN'S CAFE AND HOOKAH (n) (s),2405 18TH ST NW,Washington, DC 20009,mezè-washington-2
JACK'S FRESH,1431 G ST NW,Washington, DC 20005,jacks-fresh-washington-5
WAPA CAFE,6230 GEORGIA AVE NW,Washington, DC 20011,wapa-cafe-boutique-washington
JERRY CHAN'S RESTAURANT,1313 13TH ST NW,Washington, DC 20005,haad-thai-restuarant-washington
Next Level Barber Shop,2408 MARTIN LUTHER KING AVE SE,WASHINGTON, DC 20020,soleil-21-salon-spa-washington
JIMMY JOHN'S GOURMET SANDWICHES,1101 14TH ST NW,WASHINGTON, DC 20005,jimmy-johns-washington
THIRD EDITION(N),1218 WISCONSIN AVE NW,Washington, DC 20007,old-glory-washington
OCCIDENTAL,1475 PENNSYLVANIA AVE NW,Washington, DC 20006,occidental-washington
MCDONALD'S AT ADAMS MORGAN,2481 18TH ST NW,Washington, DC 20009,mcdonalds-washington-15
Vendor-Aminata Phillips-10775,9608 ROSEVIEW CT,UPPER MARLBORO, MD 20772,babas-big-bite-arlington
JUICE JOINT CAFE,1025 VERMONT AVE NW,Washington, DC 20005,juice-joint-café-washington-2
BANG KOK ONE,1411 K ST NW,Washington, DC 20005,marks-duck-house-falls-church
CULINAERIE,1131 14TH ST NW,Washington, DC 20005,culinaerie-washington
TONY'S PLACE 02,1400 GOOD HOPE RD SE,Washington, DC 20020,sonoma-restaurant-and-wine-bar-washington
BARNES & NOBLE,555 12TH ST NW,Washington, DC 20004,barnes-and-noble-booksellers-washington
LALIBELA ETHIOPIAN RESTAURANT,1415 14TH ST NW,WASHINGTON, DC 20005,lalibela-restaurant-washington
WHEELER MARKET,4133 WHEELER RD SE,WASHINGTON, DC 20032,capitol-hill-bikes-washington
LAWSONS DELI,1100 15TH ST NW,WASHINGTON, DC 20005,lawsons-deli-washington
AMORINI PANINI (d),906 F ST NW,WASHINGTON, DC 20004,amorini-panini-washington
KING'S MINI MARKET,2400 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,kruba-thai-and-sushi-washington
QUIZNOS,400 C ST SW,Washington, DC 20024,wall-street-deli-washington
SWEETGREEN,1461 P ST NW,WASHINGTON, DC 20005,sweetgreen-washington-3
SUPER DOLLAR PLUS,5918 GEORGIA AVE NW,Washington, DC 20011,super-dollar-plus-washington
QUICK SERVICE,2401 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,uniontown-bar-and-grill-washington-3
MINDY'S CATERING,4816 MACARTHUR BLVD NW,Washington, DC 20007,mindys-catering-washington
ASIA 54,2122 P ST NW,Washington, DC 20036,asia-54-washington
LIMA RESTAURANT (n),1401 K ST NW,Washington, DC 20005,dc-coast-washington-2
14TH STREET MINI MARKET,3904 14TH ST NW,Washington, DC 20011,red-derby-washington-4
ANITA MINOR CATERER,3845 SOUTH CAPITOL ST SW,WASHINGTON, DC 20032,vida-fitness-washington
LOGAN ACE HARDWARE,1416 P ST NW,WASHINGTON, DC 20005,cvs-pharmacy-washington-71
VFALAFEL(n),2157 P ST NW,Washington, DC 20037,zorbas-cafe-washington
T J MAXX,3222 M ST NW,Washington, DC 20007,tj-maxx-and-homegoods-washington
THE BISTRO AT COURTYARD BY MARRIOTT,515 20TH ST NW,WASHINGTON, DC 20052,state-plaza-hotel-washington-2
LOGAN TAVERN,1423 P ST NW,Washington, DC 20005,logan-tavern-washington
AVACADO CAFE,1438 WISCONSIN AVE NW,WASHINGTON, DC 20007,avocado-cafe-washington
Nail's Chic,1519 WISCONSIN AVE NW,WASHINGTON, DC 20016,nails-chic-washington
LUXURY NAIL SPA,1101 VERMONT AVE NW,Washington, DC 20005,luxury-nail-spa-washington
A & S GROCERY,4748 SHERIFF RD NE,Washington, DC 20019,aldi-washington
7-ELEVEN,4319 WISCONSIN AVE NW,Washington, DC 20016,7-eleven-washington-17
7- ELEVEN,1401 COLUMBIA RD NW,WASHINGTON, DC 20009,7-eleven-washington-21
SALON PEJMAN,1419 Wisconsin AVE NW,WASHINGTON, DC 20007,salon-pejman-washington
NATIONALS STADIUM # 5 - 38,1500 SOUTH CAPITOL ST SE SPC 310,Washington, DC 20003,osteria-morini-washington
DOLLAR PLUS GROCERY,104 Kennedy ST NW,WASHINGTON, DC 20011,chocolate-crust-washington
KIPP DC,2600 Douglass RD SE,WASHINGTON, DC 20020,bens-chili-bowl-washington
MARRIOT (MAIN KITCHEN/EMPLOYEE CAFE),775 12TH ST NW,Washington, DC 20005,fire-and-sage-washington
MADDY'S TAPROOM(n),1100 13TH ST NW,Washington, DC 20005,maddys-taproom-washington
ROSS ELEMENTARY SCHOOL,1730 R ST NW,WASHINGTON, DC 20009,kramerbooks-and-afterwords-cafe-washington
TAAN (n),1817 COLUMBIA RD NW,WASHINGTON, DC 20009,taan-noodles-washington-2
MAYUR KABAB HOUSE (d),1108 K ST NW,Washington, DC 20005,mayur-kabab-house-washington
MEZZANINE CAFÉ,1250 NEW YORK AVE NW,Washington, DC 20005,national-museum-of-women-in-the-arts-washington
POPEYE'S CHICKEN & BISCUITS,601 PORTLAND ST SE,Washington, DC 20032,popeyes-chicken-and-biscuits-washington-2
EIGHTEENTH STREET LOUNGE (n),1212 18TH ST NW,WASHINGTON, DC 20036,eighteenth-street-lounge-washington-2
N STREET VILLAGE,1301 14TH ST NW,Washington, DC 20005,n-street-village-washington-2
MXDC,600 14TH ST NW,WASHINGTON, DC 20005,mxdc-washington
TENLEY MARKET,4326 WISCONSIN AVE NW,Washington, DC 20016,tenley-mini-market-washington
AU BON PAIN,1100 13TH ST NW,Washington, DC 20005,au-bon-pain-washington-15
THE TOMBS,1226 36TH ST NW,Washington, DC 20007,1789-restaurant-washington-4
BALLOU SENIOR HIGH SCHOOL,3401 4TH ST SE,WASHINGTON, DC 20032,ballou-senior-high-school-washington
ALABAMA EXPRESS LIQUOR,2846 ALABAMA AVE SE,Washington, DC 20020,teds-bulletin-washington
COLONY LIQUOR,4901 GEORGIA AVE NW,Washington, DC 20011,duffys-irish-restaurant-and-pub-washington
CHIEF IKE'S MAMBO ROOM(n),1723 COLUMBIA RD NW,Washington, DC 20009,chief-ikes-mambo-room-washington-2
NEWS & NECESSITIES,1250 H ST NW,Washington, DC 20005,cafe-mozart-washington
USDA SOUTH CAFETERIA,1400 INDEPENDENCE AVE SW,WASHINGTON, DC 20024,department-of-agriculture-washington-2
NATIONALS STADIUM # 5 - 30,1500 SOUTH CAPITOL ST SE SPC 318,Washington, DC 20003,the-bullpen-washington
COMFORT INN,1201 13TH ST NW,Washington, DC 20005,comfort-inn-downtown-dc-convention-center-washington-2
OLLIE'S TROLLEY,425 12TH ST NW,Washington, DC 20005,ollies-trolley-washington
GRILL KABOB,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,the-shops-at-national-place-washington
CAFE SAINT-EX(N),1847 14TH ST NW,WASHINGTON, DC 20009,cafe-saint-ex-washington
CVS/PHARMACY,1755 COLUMBIA RD NW,Washington, DC 20009,7-eleven-washington-31
PIZZA AUTHENTICA,1015 15TH ST NW,WASHINGTON, DC 20005,pizza-autentica-washington-2
CARIBOU COFFEE,1156 15TH ST NW,Washington, DC 20005,caribou-coffee-washington-8
CHOCOLATE CRUST,5830 Georgia AVE NW,WASHINGTON, DC 20011,chocolate-crust-washington
Pie Nails,1410 P ST NW,WASHINGTON, DC 20005,logan-tavern-washington
POINT CHAUD,1012 14TH ST NW,WASHINGTON, DC 20005,point-chaud-café-and-crêpes-washington-3
GEORGETOWN CUP CAKE,1643 34TH ST NW,Washington, DC 20007,macaron-bee-washington
CANAAN CONVENIENCE STORE,4053 MINNESOTA AVE NE,WASHINGTON, DC 20019,wylie-wagg-arlington
ROBEKS,4523 WISCONSIN AVE NW,Washington, DC 20016,robeks-washington-3
RISTORANTE PICCOLO,1068 31ST ST NW,Washington, DC 20007,ristorante-piccolo-washington
H.D. COOKE ELEMENTARY SCHOOL,2525 17TH ST NW,WASHINGTON, DC 20009,cleveland-park-bar-and-grill-washington-2
POST PUB,1422 L ST NW,WASHINGTON, DC 20005,post-pub-washington
CLUB RENDEZVOUS,2840 ALABAMA AVE SE,WASHINGTON, DC 20020,cava-mezze-dc-washington-2
TURNTABLE RESTAURANT (n),5802 GEORGIA AVE NW,WASHINGTON, DC 20011,9-30-club-washington
CHICKEN TO GO,2427 MINNESOTA AVE SE,WASHINGTON, DC 20020,tonys-place-washington-2
MURASAKI RESTAURANT,4620 WISCONSIN AVE NW,Washington, DC 20016,murasaki-japanese-restaurant-washington
SUBWAY,1363 WISCONSIN AVE NW,Washington, DC 20007,subway-washington-20
MY BERRY,1332 WISCONSIN AVE NW,WASHINGTON, DC 20007,paolos-ristorante-washington
OPTIMISM (n),3301 12TH ST NE,Washington, DC 20017,dc-reynolds-washington
GLORIOUS HEALTH CLUB & ART GALLERY,2120 WEST VIRGINIA AVE NE,WASHINGTON, DC 20017,toki-underground-washington
PRET A MANGER,1432 K ST NW,WASHINGTON, DC 20005,au-bon-pain-washington-7
SAXBY'S COFFEE,1000 VERMONT AVE NW,WASHINGTON, DC 20005,saxbys-coffee-washington-3
NATIONALS STADIUM (BLUE SMOKE),1500 SOUTH CAPITOL ST SE,WASHINGTON, DC 20003,shake-shack-washington-3
QUIZNOS SUBS,1300 L ST NW,Washington, DC 20005,jimmy-johns-washington
SORRISO RESTAURANT,2311 CALVERT ST NW,Washington, DC 20008,café-sorriso-e-gelateria-washington-2
MUNCHEEZ  MANIA,1071 Wisconsin AVE NW,WASHINGTON, DC 20007,muncheez-mania-washington
GRILL KABOB,1025 VERMONT AVE NW,Washington, DC 20005,grill-kabob-washington-2
BAJA FRESH MEXICAN GRILLE,1333 NEW HAMPSHIRE AVE NW,Washington, DC 20036,fiesta-washington-2
NATIONALS STADIUM (BOX FRITES),1500 SOUTH CAPITOL ST SE,WASHINGTON, DC 20003,nationals-park-washington
SOFITEL HOTEL,806 15TH ST NW,Washington, DC 20005,sofitel-lafayette-square-washington-dc-washington
SMOOTHIE KING,1621 Connecticut AVE NW,WASHINGTON, DC 20005,smoothie-king-washington-3
NILE  RESTAURANT,7815 GEORGIA AVE NW,Washington, DC 20012,addis-ababa-silver-spring
SOFITEL ICI URBAN BISTRO,806 15TH ST NW,Washington, DC 20005,sofitel-lafayette-square-washington-dc-washington
CIRCLE 7 EXPRESS  FOOD STORE,740 KENILWORTH AVE NE,Washington, DC 20019,curbside-cupcakes-washington
ENCHANTED NAIL & SPA,2324 18TH ST NW,Washington, DC 20009,enchanted-nails-and-spa-washington
GO BENTO,1928 I ST NW,WASHINGTON, DC 20006,poppabox-washington
SOHO CAFE & MARKET,1301 K ST NW,Washington, DC 20005,soho-cafe-and-market-washington-3
EAGLE ACADEMY PUBLIC CHARTER SCHOOL,1017 NEW JERSEY AVE SE,WASHINGTON, DC 20003,mlk-deli-washington-2
PROOFS IN THE PUDDING,1150 15TH ST NW,Washington, DC 20005,mio-restaurant-washington
CVS/PHARMACY,4859 MACARTHUR BLVD NW,WASHINGTON, DC 20007,cvs-pharmacy-washington-18
CHALIN'S RESTAURANT,4250 CONNECTICUT AVE NW,Washington, DC 20008,chalins-restaurant-washington-2
CHARLIE'S CORNER,2600 WADE RD SE,Washington, DC 20020,osteria-morini-washington
STAN'S RESTAURANT,1029 VERMONT AVE NW,Washington, DC 20005,stans-restaurant-and-bar-washington
FAIRFAX HOTEL ON EMBASSY ROW,2100 MASSACHUSETTS AVE NW,WASHINGTON, DC 20008,2100-prime-washington
STATE DEPARTMENT CAFETERIA,2201 C ST NW,Washington, DC 20520,tonic-at-quigleys-bar-and-restaurant-washington-2
STARBUCKS,1400 M ST NW,Washington, DC 20005,starbucks-washington-43
WOODLEY MARKET,2660 WOODLEY RD NW,Washington, DC 20008,washington-marriott-wardman-park-washington-4
METRO NEWSTAND,111 MASSACHUSETTS AVE NW,Washington, DC 20004,busboys-and-poets-washington-2
MARRIOTT RESIDENCE HOTEL,1199 VERMONT AVE NW,WASHINGTON, DC 20005,residence-inn-washington
STARBUCKS COFFEE,1225 I ST NW,Washington, DC 20005,starbucks-washington-59
BROOKLAND EXXON SERVICE STATION,1020 MICHIGAN AVE NE,WASHINGTON, DC 20064,lees-auto-service-washington
STARBUCKS,901 15TH ST NW,Washington, DC 20005,starbucks-washington-51
STARBUCKS COFFEE,901 NEW YORK AVE NW,Washington, DC 20005,saxbys-coffee-washington-3
GLEN'S GARDEN MARKET,2001 S ST NW,WASHINGTON, DC 20009,glens-garden-market-washington
SLATE WINE BAR & BISTRO(N),2404 WISCONSIN AVE NW,Washington, DC 20007,slate-wine-bar-bistro-washington
SUBWAY SANDWICH SHOP,1015 15TH ST NW,WASHINGTON, DC 20005,potbelly-sandwich-shop-washington-4
STUDIO THEATRE,1501 14TH ST NW,Washington, DC 20005,studio-theatre-acting-conservatory-washington
SUBWAY,1401 K ST NW,Washington, DC 20005,subway-washington-6
WHOLE FOODS MARKET,2323 WISCONSIN AVE NW,Washington, DC 20007,whole-foods-market-washington-2
QUIZNOS,208 MICHIGAN AVE NE,WASHINGTON, DC 20017,quiznos-sub-washington-9
8TH STREET DELI & MARKET,717 D ST NW,Washington, DC 20004,8th-street-deli-and-market-washington
T J MAXX,601 13TH ST NW,Washington, DC 20005,t-j-maxx-washington-2
